UID,Name,Wins,Losses,Draws,NC,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
203c957eac95dd87,Hyun Gyu Lim,13,7,1,0,75.0,170.0,77.0,Orthodox,1985-01-16,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2
75a6a390fd5dca46,Juliana Lima,9,5,0,0,65.0,115.0,65.0,Orthodox,1982-03-15,1.94,0.44,2.11,0.55,1.72,0.31,0.7,0.0
e9213f53ddeca978,Dhiego Lima,17,9,0,0,74.0,170.0,75.0,Orthodox,1989-01-31,3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6
264111bf62662fbf,Douglas Lima,29,6,0,0,73.0,170.0,,,1988-01-05,1.92,0.36,2.84,0.6,0.6,1.0,0.46,0.0
6135fd9665fbb74e,Mabelly Lima,7,1,0,0,62.0,135.0,,Orthodox,1994-01-25,3.07,0.63,5.67,0.44,0.0,0.0,1.0,0.0
18c49685296c60e6,Miguel Linares,2,4,0,0,,,,,,6.51,0.5,8.84,0.36,0.0,0.0,0.0,0.0
a4ef92274a45143d,Emiliano Linares,8,2,0,0,68.0,145.0,72.0,Orthodox,1997-04-21,1.17,0.28,3.59,0.26,0.0,0.0,0.33,0.0
0e041d43a47d2e4b,Matt Lindland,22,9,0,0,72.0,185.0,74.0,Southpaw,1970-05-17,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3
33e00249ef08d3a4,Jake Lindsey,12,7,0,0,71.0,155.0,,Switch,1986-06-21,3.44,0.52,4.01,0.46,0.65,0.33,0.5,0.0
c268b2cfebccf652,John Lineker,31,9,0,0,63.0,135.0,67.0,Orthodox,1990-06-12,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6
305d73ede05e31ad,Austin Lingo,9,2,0,0,70.0,145.0,70.0,Orthodox,1994-07-10,4.21,0.4,4.36,0.58,0.55,0.66,0.78,0.0
a780d16cf7eed44d,Lucio Linhares,19,8,0,0,74.0,185.0,,Orthodox,1973-12-08,0.99,0.22,3.47,0.34,1.86,0.5,0.5,1.9
53c943c873cffe90,Philipe Lins,17,5,0,0,74.0,205.0,78.0,Orthodox,1985-08-17,3.59,0.46,3.73,0.44,1.55,0.35,1.0,0.0
6551c64fbcd1a467,Ariane Lipski,15,8,0,0,66.0,125.0,67.0,Orthodox,1994-01-26,3.86,0.39,3.97,0.51,0.47,0.42,0.73,0.3
2c5f5749569eef66,Tainara Lisboa,6,2,0,0,67.0,135.0,67.0,Orthodox,1991-03-02,2.93,0.5,1.81,0.56,1.05,0.5,0.85,1.1
68c6cd5287b473a7,Dean Lister,13,7,0,0,73.0,185.0,75.0,Orthodox,1976-02-13,1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1
008c6e1a25751575,Wesley Little,4,8,0,0,76.0,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93b2b7caa457cbea,James Llontop,13,2,0,0,,155.0,,,1999-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6448e57a9533b7e4,Abner Lloveras,20,9,1,0,71.0,155.0,,,1982-09-04,6.27,0.49,6.87,0.43,2.0,0.2,0.0,0.0
7abce81b72fbbd9b,Brian Lo-A-Njoe,6,10,3,0,67.0,155.0,,Orthodox,,3.87,0.42,0.0,0.0,0.0,0.0,0.66,0.0
31652c9267606d54,John Lober,5,9,4,0,71.0,199.0,,Orthodox,1968-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02f2a9702ba3d167,Artem Lobov,13,15,1,1,69.0,145.0,65.0,Southpaw,1986-08-11,3.52,0.41,4.82,0.5,0.39,0.25,0.52,0.0
9caa254991a5a698,Dylan Lockard,6,2,0,0,69.0,145.0,72.0,Orthodox,1992-05-19,1.31,0.53,3.31,0.52,2.31,0.4,0.28,1.2
d3d1ff3f3dfa0931,Sean Loeffler,31,5,0,0,75.0,185.0,,Orthodox,1982-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ab36d70d1b28b58,Christian Lohsen,4,2,0,0,74.0,155.0,77.0,Southpaw,1995-01-24,5.27,0.49,6.93,0.44,0.0,0.0,0.0,2.0
22e47b53e4ceb27c,David Loiseau,23,11,0,0,72.0,185.0,76.0,Orthodox,1979-12-17,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1
db1f2ed63b54b9a7,Hector Lombard,34,10,1,2,69.0,185.0,71.0,Southpaw,1978-02-02,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5
6d6b9a6cb063b60d,Michael Lombardo,11,2,0,1,72.0,170.0,72.0,Orthodox,1990-04-03,1.47,0.62,2.63,0.31,2.5,0.21,0.6,0.0
10e04e5e81f391a0,Rocky Long,21,37,1,0,,145.0,,,1978-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989be26791d0aad4,Thomas Longacre,6,1,0,0,69.0,145.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4e30e4250cb08b61,Loma Lookboonmee,8,3,0,0,61.0,115.0,61.0,Orthodox,1996-01-18,4.14,0.58,2.58,0.52,2.04,0.5,0.74,0.2
1497e735d9f2560a,Ange Loosa,9,3,0,0,70.0,170.0,74.0,Orthodox,1993-03-18,6.24,0.44,7.47,0.49,1.0,0.3,1.0,0.3
1f70dd67ad507990,Lucas Lopes,29,19,0,0,74.0,185.0,,,1979-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8270c00fae24c922,Dileno Lopes,19,3,0,0,65.0,135.0,,,1984-09-26,2.37,0.36,3.33,0.53,2.5,0.31,1.0,1.5
f166e93d04a8c274,Diego Lopes,21,6,0,0,71.0,145.0,72.0,Orthodox,1994-12-30,2.26,0.52,5.24,0.34,0.0,0.0,0.36,4.2
0abcf6bc47191219,Bruno Lopes,11,0,0,0,,205.0,,,1993-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0db9d2486d564a3c,Ivan Lopez,14,3,1,0,66.0,135.0,,Southpaw,,0.9,0.26,2.24,0.65,0.0,0.0,0.3,0.0
6085ceb59087514b,Steve Lopez,13,6,1,0,71.0,155.0,,Orthodox,1984-07-30,1.39,0.24,2.69,0.62,0.0,0.0,0.37,0.0
9681e0ce67dc978b,Federico Lopez,10,6,0,0,64.0,139.0,,Orthodox,,1.78,0.23,5.35,0.3,0.0,0.0,0.0,0.0
ee624ee2a18f2a43,Jorge Lopez,11,5,0,0,70.0,170.0,,Orthodox,1988-11-21,2.47,0.59,2.57,0.5,3.5,0.41,0.81,0.0
5148a665aa527865,Christopher Lopez,9,1,0,1,70.0,170.0,,,1986-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2fc7e9701642ca38,Matthew Lopez,10,4,0,0,67.0,135.0,69.0,Southpaw,1987-01-21,3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3
773f7feacf96153e,Benito Lopez,10,2,0,0,70.0,135.0,73.0,Switch,1994-04-06,4.39,0.45,5.18,0.56,0.0,0.0,0.73,0.3
93b62c5f2ba18e51,Gustavo Lopez,12,6,1,0,65.0,135.0,67.0,Orthodox,1989-06-27,2.48,0.4,3.87,0.57,1.74,0.41,0.31,0.7
b788862dd1c11eac,Brendan Loughnane,17,3,0,0,70.0,145.0,70.0,Switch,1989-12-05,6.23,0.63,6.7,0.53,1.5,0.3,0.92,0.0
cbf94e4c4af4ff6d,Nate Loughran,11,2,0,0,74.0,185.0,,Orthodox,1980-07-28,1.81,0.4,4.11,0.59,0.0,0.0,0.0,2.1
e601d71cf8e5be22,Rashard Lovelace,4,1,0,0,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eea0274e153256a0,Ian Loveland,18,10,0,0,68.0,145.0,,Orthodox,1983-09-07,2.71,0.4,2.36,0.64,1.0,0.37,0.69,0.3
ad044be25c94dcfd,Jakob Lovstad,11,4,0,0,75.0,205.0,,Orthodox,,0.0,0.0,9.43,0.35,0.0,0.0,0.0,0.0
28f62d866c59c709,Waylon Lowe,16,7,0,2,67.0,145.0,,Southpaw,1980-10-31,1.88,0.55,2.4,0.53,4.47,0.55,0.83,0.3
78ac94d54aa7f378,Brandon Lowe,2,1,0,0,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86248c84834238e7,Joe Lowry,9,2,0,0,71.0,155.0,73.0,Orthodox,1989-12-12,3.97,0.34,4.25,0.63,0.0,0.0,0.0,0.0
a2d23e684b3db732,Lu Kai,8,5,0,1,69.0,145.0,69.0,Orthodox,1994-03-01,3.76,0.43,5.51,0.55,2.62,0.5,1.0,2.6
dc1bfd47c3b21ad3,Lu Zhengyong,12,7,0,0,,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96087e90d900f0ef,Robert Lucarelli,0,1,0,0,74.0,245.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668222c99c5c311d,Matt Lucas,15,3,0,0,73.0,205.0,,,,1.27,0.48,3.93,0.4,1.0,0.1,0.0,0.0
9bdebbf2735d14c2,Cleber Luciano,14,6,0,0,66.0,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abcf2cc6efc42031,Iasmin Lucindo,14,5,0,0,63.0,115.0,66.0,Orthodox,2002-01-08,3.97,0.39,3.83,0.68,2.0,0.57,0.0,0.0
84ac950d4c1722dd,Duane Ludwig,21,14,0,0,70.0,170.0,70.0,Orthodox,1978-08-04,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1
e26882820f9e8df5,Mike Lullo,8,3,0,0,68.0,145.0,,Orthodox,1979-07-24,2.48,0.36,4.84,0.4,1.18,0.11,0.0,0.6
ce632027bf2a871b,Dalcha Lungiambula,11,6,0,0,68.0,185.0,76.0,Orthodox,1987-07-31,3.07,0.45,3.93,0.52,2.14,0.45,0.77,0.0
4887e5bc4dbb73ff,Alexandru Lungu,14,4,0,0,72.0,385.0,,Orthodox,1974-09-03,3.61,0.66,7.22,0.4,0.0,0.0,0.0,0.0
6d4b63c767106d3a,Vicente Luque,21,9,1,0,71.0,170.0,76.0,Orthodox,1991-11-27,5.49,0.52,5.51,0.52,0.51,0.5,0.61,0.8
505934897b8b4824,Thaddeus Luster,0,1,0,0,75.0,210.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622f015c81a9b13a,Travis Lutter,10,6,0,0,71.0,185.0,75.0,Orthodox,1973-05-12,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7
7832f2f62f04178f,Tucker Lutz,12,3,0,0,68.0,145.0,72.0,Orthodox,1994-07-12,4.04,0.49,3.02,0.45,1.77,0.5,0.69,0.2
5a4913108a3b9190,Lv Zhenhong,16,6,0,0,68.0,145.0,67.0,Switch,1993-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710d93f1508f7104,Stevie Lynch,5,2,0,0,70.0,170.0,,Orthodox,,2.47,0.25,7.06,0.41,0.0,0.0,0.0,0.0
edfe95e3c33a4bf8,Adam Lynn,17,10,0,1,70.0,155.0,,Orthodox,,1.47,0.63,6.95,0.1,0.0,0.0,0.5,0.0
91acd6910b802a9e,Chris Lytle,31,18,5,0,71.0,170.0,68.0,Orthodox,1974-08-18,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4
98a6b2361045898f,Dong Hyun Ma,16,11,3,0,71.0,155.0,70.0,Orthodox,1988-09-09,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0
450bacdacd706bcd,Pawan Maan,7,3,1,0,67.0,155.0,70.0,Orthodox,1986-04-06,0.89,0.44,2.98,0.43,0.0,0.0,0.0,0.0
ed74afc8b5b47a61,William Macario,9,3,0,0,71.0,170.0,75.0,Orthodox,1991-07-01,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0.0
2be6596a9db33bf5,Jason MacDonald,25,16,0,0,75.0,185.0,80.0,Orthodox,1975-06-03,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0
f3388d2cf7ab3f64,Rob MacDonald,5,4,0,0,75.0,205.0,78.0,Orthodox,1978-09-05,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4
cbd5d3cdd862e90e,Rory MacDonald,19,4,0,0,72.0,170.0,76.0,Orthodox,1989-07-22,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4
35e1f9984ed64206,Ryan MacDonald,10,2,0,0,71.0,135.0,71.0,Switch,1993-03-18,2.28,0.29,6.49,0.45,0.0,0.0,0.0,0.0
39831e62d12e7ad1,Clayton MacFarlane,4,1,0,0,,170.0,,,,1.33,0.52,1.82,0.55,1.05,0.33,0.37,0.0
8cf90e41646491fd,Ilima Macfarlane,6,0,0,0,64.0,125.0,,,,4.13,0.43,2.93,0.65,0.0,0.0,0.5,1.0
a1a91dbf41a029c4,Valesca Machado,8,3,0,1,64.0,115.0,63.0,Orthodox,1996-05-06,2.4,0.32,2.87,0.64,0.0,0.0,0.76,0.0
89839250eb25c9c1,Caio Machado,14,7,0,0,,145.0,,,1994-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f7a7f7118d4b01b6,Lyoto Machida,24,8,0,0,73.0,185.0,74.0,Southpaw,1978-05-30,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4
cd7bafbeee1f29a0,War Machine,14,5,0,0,71.0,170.0,,Orthodox,1981-11-30,2.32,0.6,3.17,0.43,1.16,0.5,0.4,0.0
dedc3bb440d09554,Anthony Macias,26,18,0,0,69.0,185.0,,Switch,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e88b83dea18f5d31,Pauline Macias,4,1,0,0,64.0,115.0,64.0,Southpaw,1988-06-27,0.8,0.29,4.6,0.42,2.0,0.18,0.0,0.0
e25bcbcdaf6537a1,Reza Madadi,14,6,0,0,71.0,155.0,73.0,Orthodox,1978-06-20,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5
68c7ad953455c73f,Don Madge,9,3,1,0,72.0,155.0,72.0,Southpaw,1990-11-12,2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7
a8d521d913df4e31,Ryan Madigan,5,3,0,0,72.0,170.0,,Orthodox,,0.0,0.0,3.35,0.47,0.0,0.0,0.0,0.0
7691a80e6ca3e55b,Jon Madsen,8,2,0,0,72.0,240.0,72.0,Orthodox,1980-02-12,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0.0
da0995f19b749cfa,Mark Madsen,12,1,0,0,68.0,155.0,72.0,Orthodox,1984-09-23,3.24,0.47,3.67,0.53,3.09,0.66,0.62,0.0
a4bf17bd3ba3423b,Yoshiro Maeda,35,16,5,0,67.0,139.0,68.0,Southpaw,1981-10-31,2.36,0.33,2.55,0.63,2.93,0.51,0.5,0.7
8bbc0cfc01bc1ba1,Leonardo Mafra,13,4,0,0,70.0,155.0,70.0,Orthodox,1989-04-25,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4
88a9bc81271ccd89,Vinny Magalhaes,14,9,0,1,75.0,205.0,75.0,Orthodox,1984-07-02,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8
1b583c64c23f0c7f,Vinicius Magalhaes,2,1,0,0,,145.0,,,1971-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0c5c66ddd1886b83,Caio Magalhaes,10,3,0,0,73.0,185.0,73.0,Orthodox,1987-12-14,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6
7a613f78dd7ee8f8,Bernardo Magalhaes,13,4,0,0,69.0,155.0,,Orthodox,1981-04-08,1.8,0.27,3.37,0.68,0.0,0.0,0.0,0.5
8db1b36dde268ef6,Eric Magana,1,1,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015c944226ad2df,Brandon Magana,6,2,0,0,,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bd878a638e0e3be3,Angela Magana,11,9,0,0,61.0,115.0,65.0,Orthodox,1983-08-02,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4
84b3e7d38f2d2ec5,Neil Magny,28,11,0,0,75.0,170.0,80.0,Orthodox,1987-08-03,3.52,0.46,2.25,0.54,2.3,0.41,0.56,0.3
e7e970d508529bf3,Ibragim Magomedov,22,8,1,0,72.0,250.0,,Orthodox,,0.26,0.04,3.86,0.42,0.0,0.0,0.0,0.0
7ea1f74cef32f906,Rashid Magomedov,20,2,0,0,69.0,155.0,70.0,Orthodox,1984-11-29,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2
369e1ce458ef50a6,Ruslan Magomedov,14,1,0,0,75.0,242.0,78.0,Orthodox,1986-11-26,4.02,0.47,1.47,0.66,0.33,1.0,0.88,0.0
36b8f265bcd1b7a4,Abus Magomedov,25,4,1,0,74.0,185.0,78.0,Orthodox,1990-09-02,22.11,1.0,0.0,1.0,0.0,0.0,0.0,0.0
06734ca9d88dec3a,Shara Magomedov,11,0,0,0,74.0,170.0,,,1994-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87aa9fb63d6b51a1,Zabit Magomedsharipov,18,1,0,0,73.0,145.0,73.0,Orthodox,1991-03-01,4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8
1a7745388839e52b,John Maguire,24,9,0,0,69.0,155.0,69.0,Southpaw,1983-05-19,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1
fb0b6593cec84356,Lolohea Mahe,10,4,1,0,,,,,,1.71,0.29,6.92,0.4,2.44,0.4,0.0,0.0
118463dd8db16e7f,Michelle Maher,1,2,0,0,,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c1ca54b5089d199,Maheshate,9,3,0,0,72.0,155.0,71.0,Orthodox,1999-12-01,2.91,0.26,4.86,0.49,0.0,0.0,0.45,0.0
ae58685caf8e4a0d,Bill Mahood,20,7,1,1,75.0,200.0,,Orthodox,1967-02-01,1.54,0.85,3.59,0.17,0.0,0.0,0.0,3.9
7a9c1bb08a743d7f,Klayton Mai,8,3,0,0,69.0,125.0,,,1986-11-30,1.53,0.42,1.02,0.63,3.83,1.0,0.0,7.7
427b5953ac8e3a27,Demian Maia,28,11,0,0,73.0,170.0,72.0,Southpaw,1977-11-06,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0
8e1f36476ef02a6a,Jennifer Maia,21,9,1,0,64.0,125.0,64.0,Orthodox,1988-10-06,4.5,0.38,4.78,0.55,0.27,0.21,0.57,0.1
03b1b79b34eaf217,Nayara Maia,7,1,1,0,65.0,125.0,66.0,Orthodox,1990-07-25,0.6,0.36,3.33,0.43,1.0,0.33,0.0,1.0
b301292b1bc92bdb,Roshan Mainam,6,3,0,0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938ad489fb7a1f31,Levan Makashvili,15,2,1,0,68.0,145.0,68.0,Orthodox,1989-01-07,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0.0
c21a036b4e012f1c,John Makdessi,18,8,0,0,68.0,155.0,68.0,Orthodox,1985-05-03,5.52,0.5,4.04,0.69,0.0,0.0,0.85,0.0
275aca31f61ba28c,Islam Makhachev,24,1,0,0,70.0,155.0,70.0,Southpaw,1991-10-27,2.35,0.59,1.27,0.61,3.24,0.62,0.9,1.1
3d481aa374c954a1,Aliev Makhmud,0,1,0,0,66.0,195.0,,Southpaw,1970-02-13,1.12,0.3,2.24,0.36,2.1,0.5,0.0,0.0
57ab4d7c0bc09a30,Zach Makovsky,20,8,0,0,64.0,125.0,64.0,Southpaw,1983-04-19,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3
7f1bf0c255ec8756,Azat Maksum,16,0,0,0,,125.0,,,1995-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110404b505fb562c,Jeremy Malaterre,4,2,0,0,71.0,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1fb80f46d3c105d9,Fabio Maldonado,23,11,0,0,73.0,205.0,75.0,Orthodox,1980-03-17,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6
e5ce754b01f922be,Marvin Maldonado,2,4,0,1,66.0,135.0,,,,0.87,0.56,3.47,0.43,0.0,0.0,0.2,0.0
b60c980f79b87ce8,Bea Malecki,4,1,0,0,69.0,135.0,74.0,Orthodox,1991-08-23,6.84,0.46,6.96,0.62,0.0,0.0,0.78,1.1
d38e8c6ae2dfc051,Nazareno Malegarie,28,4,0,0,68.0,155.0,,,1986-05-16,3.87,0.34,3.27,0.69,1.0,0.33,0.0,0.0
a314687f372b2cec,Carl Malenko,6,4,0,0,71.0,200.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d4270315cbcf2569,Jacob Malkoun,7,2,0,0,69.0,185.0,73.0,Orthodox,1995-08-26,3.7,0.55,2.64,0.5,7.46,0.44,0.0,0.5
dd6103dd7127db1d,Mike Malott,10,1,1,0,73.0,170.0,73.0,Orthodox,1991-11-07,4.21,0.42,3.07,0.56,2.53,0.55,0.0,1.5
eefc73b53d4a05d7,Dan Manasoiu,0,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725a834930c2b5bf,Troy Mandaloniz,3,2,0,0,69.0,170.0,,Orthodox,1980-02-01,3.52,0.56,4.71,0.63,3.1,0.66,0.57,0.0
6e9f40c706f91f32,Nate Maness,14,3,0,0,70.0,125.0,72.0,Orthodox,1991-06-27,1.94,0.42,4.65,0.4,0.96,0.75,0.75,0.3
9297ce6eee046f7a,Michael Mangan,0,3,0,0,,155.0,,,,1.94,0.33,4.52,0.46,19.35,0.5,1.0,0.0
1c0ffc63d8ec8f45,Gary Mangat,15,3,0,0,67.0,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e5767ed355a937c2,Melvin Manhoef,30,14,1,2,69.0,185.0,,Orthodox,1976-05-11,3.52,0.48,2.64,0.51,0.33,0.25,0.78,0.0
b6c6d1731ff00eeb,Melchor Manibusan,2,4,0,0,65.0,154.0,,Southpaw,1976-12-27,1.58,0.54,5.79,0.15,0.0,0.0,0.0,0.0
a0602dd050bebefc,Jon Manley,9,4,0,0,73.0,170.0,,Orthodox,1986-07-07,1.13,0.2,4.33,0.45,1.0,0.07,0.2,0.0
0eef1bf99afd4ff2,Steve Mann,12,5,0,0,73.0,170.0,,,,3.18,0.7,0.66,0.57,1.64,1.0,0.6,0.0
b6203e0492a9336c,Marnic Mann,5,1,0,0,60.0,115.0,64.0,Southpaw,1993-03-05,1.99,0.55,4.19,0.18,4.71,0.37,0.0,0.0
a23e63184c65f5b8,Chris Manuel,9,7,2,0,69.0,135.0,,Orthodox,1987-07-21,2.53,0.4,2.67,0.66,1.0,0.2,1.0,0.0
1e1dbd1cc5a7469e,Jimi Manuwa,17,6,0,0,73.0,205.0,79.0,Orthodox,1980-02-18,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4
ff4c3ab594c7fac3,Cristiano Marcello,13,6,0,0,69.0,155.0,72.0,Orthodox,1977-12-03,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9
850266b3dc4e506e,Daniel Marcos,14,0,0,0,67.0,135.0,69.0,Orthodox,1993-03-07,6.01,0.53,3.05,0.71,0.0,0.0,0.88,0.0
b35ba64b6a2bbcb3,Jose Maria,37,7,0,2,65.0,125.0,,Orthodox,1982-01-04,3.2,0.53,3.98,0.52,2.32,0.27,0.33,2.3
72e5e5a6edfa8223,Marcos Mariano,6,6,0,0,73.0,155.0,76.0,Switch,1986-10-12,0.25,0.27,2.11,0.43,0.0,0.0,0.28,0.0
23a6e307077c6ccc,Enrique Marin,10,4,0,0,70.0,170.0,,,1986-09-02,1.43,0.33,3.0,0.5,2.5,0.38,0.6,1.0
e0c6edcb5b5d0b90,Chepe Mariscal,14,6,1,0,67.0,155.0,69.0,Orthodox,1992-10-27,4.73,0.6,3.4,0.59,4.0,0.33,0.0,1.0
bd21a1e3d41c97ee,Ronny Markes,17,5,0,0,73.0,185.0,75.0,Orthodox,1988-04-21,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5
23a16ebe733e3041,Rory Markham,17,6,0,0,72.0,170.0,71.0,Orthodox,1982-03-25,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0
4a57ebb14315b251,Randa Markos,11,12,1,0,64.0,115.0,63.0,Orthodox,1985-08-10,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2
c7be22a47a58365a,Christina Marks,8,9,0,0,67.0,125.0,69.0,Orthodox,1985-11-08,5.0,0.58,3.0,0.64,7.5,1.0,0.0,0.0
a8e6a69796280f17,Nate Marquardt,35,19,2,0,72.0,185.0,74.0,Orthodox,1979-04-20,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8
687c15b2eddfaa63,Danilo Marques,11,4,0,0,78.0,205.0,77.0,Orthodox,1985-12-26,1.44,0.79,2.52,0.52,3.93,0.28,0.0,0.8
d0e1b42d41dab603,Julian Marquez,9,4,0,0,74.0,185.0,72.0,Orthodox,1990-05-08,4.86,0.44,4.99,0.51,0.0,0.0,0.53,2.6
aa03a3ca00ac6827,Carmelo Marrero,16,6,0,1,72.0,205.0,73.0,Orthodox,1981-01-26,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9
e8efeb9cf33b1941,Cesar Marscucci,3,2,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b6b12014698cc345,John Marsh,8,7,0,0,72.0,265.0,,Orthodox,1970-09-15,0.83,0.42,2.23,0.4,0.43,1.0,0.54,0.4
4c91eb190d5e0dd9,CJ Marsh,5,7,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a08d909a5be6f410,Eliot Marshall,10,4,0,0,74.0,205.0,77.0,Orthodox,1980-07-07,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9
0c1773639c795466,Doug Marshall,18,8,0,0,70.0,205.0,,Orthodox,1975-09-09,6.99,0.46,4.02,0.6,0.0,0.0,0.66,2.4
0a2813f89a758ff7,David Marshall,8,4,0,0,74.0,170.0,,,1984-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5d495dec23d7c68e,Francis Marshall,7,1,0,0,69.0,145.0,72.0,Orthodox,1999-03-03,4.08,0.33,3.64,0.57,3.73,0.5,0.0,0.8
045f25b3a4c08e81,Jack Marshman,23,10,0,0,72.0,185.0,73.0,Orthodox,1989-12-19,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0
6a92caba39b64752,Terry Martin,23,11,0,0,68.0,185.0,71.0,Orthodox,1980-10-10,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0
abbc4fc02e0d84b3,Eric Martin,0,1,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3da19339ee7051d5,Justin Martin,4,3,0,0,72.0,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92c96df8bdab5fea,Dave Martin,0,2,0,0,72.0,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325550dab63fb25a,Joe Martin,6,8,0,0,69.0,170.0,,,,0.73,0.4,2.4,0.45,0.0,0.0,0.16,0.0
5331b25a60417ffb,Anthony Rocco Martin,17,6,0,0,72.0,170.0,73.0,Orthodox,1989-12-11,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0
19b7738321cfae42,Mallory Martin,7,5,0,0,64.0,115.0,63.0,Orthodox,1994-01-29,4.42,0.48,6.64,0.55,2.28,0.43,0.25,0.3
